a,b,result
36,85,9
70,15,33
99,51,77
37,77,24
105,31,91
35,46,28
94,89,4
55,40,53
96,102,74
50,73,34
32,44,52
94,100,21
55,2,110
43,112,70
59,107,98
96,5,28
46,67,31
30,64,112
44,26,14
78,27,72
80,82,6
69,48,35
57,59,86
34,69,86
53,27,75
92,0,0
10,2,20
111,41,31
106,94,20
54,17,14
62,32,63
10,76,82
100,97,95
61,68,80
76,56,75
50,17,59
94,50,67
74,37,26
48,33,2
36,41,7
13,97,18
24,85,6
95,23,38
86,91,29
68,75,15
55,56,29
33,71,83
16,107,17
109,60,99
97,106,112
12,21,26
18,64,22
16,97,83
109,81,15
8,38,78
43,111,27
41,53,26
37,71,28
93,13,79
69,80,96
95,92,39
38,93,31
58,60,90
43,67,56
69,100,7
31,3,93
82,22,109
60,53,16
97,66,74
11,10,110
80,27,13
14,39,94
73,104,21
16,43,10
90,49,3
93,41,84
37,103,82
87,11,53
21,18,39
38,73,62
81,25,104
32,24,90
41,63,97
30,24,42
17,58,82
19,5,95
67,22,5
71,46,102
112,102,11
23,0,0
106,53,81
95,62,14
95,19,110
65,95,73
32,26,41
25,58,94
71,11,103
87,66,92
57,100,50
104,4,77
29,78,2
24,64,67
95,33,84
57,10,5
86,107,49
10,17,57
1,105,105
23,49,110
58,43,8
62,43,67
66,42,60
19,46,83
40,24,56
31,51,112
61,52,8
55,13,37
91,12,75
69,81,52
13,63,28
13,80,23
64,0,0
59,85,43
37,52,3
49,41,88
79,54,85
62,18,99
47,55,99
66,9,29
19,11,96
70,56,78
28,101,3
34,65,63
84,69,33
76,49,108
57,85,99
38,100,71
86,36,45
24,16,45
88,95,111
64,44,104
60,57,30
61,71,37
34,71,41
48,57,24
89,94,4
56,65,24
85,46,68
51,15,87
60,101,71
49,106,109
60,100,11
9,56,52
38,17,81
50,28,44
37,70,104
62,30,52
112,53,60
104,55,70
32,92,6
44,39,21
31,71,54
96,8,90
15,108,38
46,1,46
39,50,29
69,70,84
89,86,83
53,75,20
44,86,55
45,8,21
55,103,15
44,4,63
67,59,111
6,76,4
37,38,50
36,74,65
76,44,67
12,1,12
90,63,20
40,50,79
86,29,8
16,102,50
8,39,86
47,20,36
0,15,0
48,45,13
17,110,62
111,54,5
27,111,59
44,0,0
5,99,43
48,110,82
15,19,59
10,97,66
104,64,102
99,42,90
20,58,30
65,71,95
97,13,18
45,78,7
46,92,51
56,60,83
75,37,63
110,34,11
86,105,103
30,71,96
74,24,81
92,25,40
95,46,76
30,34,3
102,66,65
109,8,81
78,64,20
83,25,41
61,8,36
107,0,0
21,29,44
75,22,68
89,51,19
13,41,81
67,63,40
77,53,13
48,103,85
96,2,79
63,57,88
5,38,77
52,44,28
19,69,68
43,73,88
78,47,50
110,16,65
70,104,48
90,52,47
42,44,40
80,95,29
101,92,26
49,42,24
33,103,9
66,52,42
96,101,91
107,112,6
55,32,65
36,112,77
58,92,25
70,65,30
89,47,2
51,68,78
51,26,83
43,76,104
95,105,31
26,50,57
70,88,58
47,15,27
21,64,101
51,19,65
31,59,21
92,106,34
52,111,9
97,76,27
38,24,8
81,34,42
23,100,40
103,32,19
93,29,98
86,33,13
77,10,92
22,54,58
103,106,70
84,72,59
101,42,61
41,104,83
65,1,65
52,48,10
49,60,2
95,90,75
14,101,58
22,42,20
3,53,46
25,110,38
63,33,45
59,39,41
105,60,85
62,71,108
100,62,98
29,28,21
38,27,9
30,96,55
35,68,7
81,62,50
92,84,44
100,96,108
16,2,32
2,27,54
71,78,1
37,109,78
95,89,93
26,67,47
1,23,23
69,75,90
45,19,64
87,30,11
111,102,22
16,20,94
88,79,59
80,62,101
44,23,108
22,51,105
34,85,65
96,13,5
69,92,20
85,67,45
111,101,24
1,109,109
98,20,39
50,98,41
55,4,107
106,33,108
79,3,11
84,25,66
83,8,99
106,105,56
21,54,4
25,101,39
66,56,80
98,87,51
97,4,49
3,57,58
74,55,2
65,97,90
87,3,35
11,30,104
11,105,25
48,39,64
7,15,105
9,6,54
2,78,43
25,18,111
77,73,84
59,69,3
26,33,67
101,105,96
70,26,12
80,49,78
14,23,96
27,81,40
97,99,111
27,85,35
19,33,62
69,55,66
83,65,84
29,76,57
47,84,106
1,65,65
101,18,10
58,80,7
76,47,69
100,32,36
18,88,2
4,46,71
62,81,50
49,33,35
76,71,85
93,85,108
48,46,61
89,108,7
35,86,72
15,54,19
96,9,73
32,99,4
20,34,2
106,11,36
25,80,79
106,67,96
45,42,82
75,103,41
9,106,50
64,83,1
39,108,31
20,74,11
96,6,11
4,69,50
63,5,89
112,0,0
103,13,96
81,100,77
51,75,96
20,54,63
84,80,53
29,104,78
23,103,109
82,78,68
54,108,69
96,59,14
17,102,39
64,36,44
53,9,25
44,24,39
38,84,28
107,68,44
83,105,14
48,30,84
78,57,39
7,65,3
38,25,46
101,110,36
110,69,19
54,81,80
13,17,108
29,81,89
79,16,21
8,1,8
111,112,2
22,74,46
65,35,15
3,29,87
6,106,71
52,67,94
68,46,77
0,81,0
92,110,63
64,26,82
16,12,79
39,60,80
13,48,59
76,14,47
46,9,75
0,34,0
84,101,9
85,0,0
66,57,33
21,89,61
48,26,5
12,89,51
83,69,77
56,11,51
30,78,80
52,15,102
101,97,79
111,104,18
106,7,64
23,68,95
107,91,19
32,105,83
63,65,27
105,47,76
53,66,108
42,102,103
49,108,94
58,59,32
111,29,55
77,86,68
82,49,63
75,67,53
22,7,41
56,41,36
108,101,60
78,14,75
78,53,66
11,102,105
90,8,42
63,92,33
100,66,46
32,7,111
41,94,12
52,11,7
8,103,33
43,62,67
83,55,45
104,30,69
54,13,24
112,61,52
74,11,23
106,47,10
75,70,52
42,36,43
7,72,52
15,74,93
10,14,27
20,19,41
5,7,35
29,3,87
29,17,41
79,101,69
10,101,106
2,60,7
74,58,111
46,68,77
51,60,9
93,94,41
10,22,107
18,56,104
54,110,64
75,94,44
92,53,17
112,109,4
63,61,1
45,56,34
9,10,90
64,98,57
67,69,103
82,38,65
2,20,40
93,51,110
108,81,47
23,75,30
109,93,80
99,34,89
91,17,78
0,4,0
29,26,76
53,13,11
95,28,61
75,49,59
67,82,70
35,0,0
54,79,85
19,66,11
82,62,112
31,15,13
41,93,84
107,63,74
76,70,9
31,107,40
16,18,62
14,84,46
73,108,87
11,4,44
67,93,16
110,17,62
98,9,91
33,12,57
68,104,66
91,38,68
79,62,39
20,9,67
38,62,96
94,71,7
62,93,3
58,94,28
111,68,90
88,112,25
105,67,29
71,107,26
37,13,29
79,72,38
112,93,20
11,60,95
30,37,93
49,44,9
4,19,76
108,15,38
73,52,67
52,50,1
50,110,76
45,17,87
21,27,2
21,72,43
80,47,31
100,67,33
1,99,99
83,99,81
98,2,83
29,55,13
61,75,55
111,14,85
90,24,13
11,67,59
3,65,82
28,13,25
46,8,29
39,54,72
89,85,107
49,0,0
26,53,22
77,93,42
57,53,83
79,69,27
43,99,76
65,47,4
11,13,30
29,8,6
106,90,48
81,18,102
62,21,59
5,24,7
10,38,41
6,10,60
47,68,32
48,47,109
4,17,68
51,37,79
9,36,98
34,90,9
87,46,47
105,100,104
0,98,0
95,76,101
33,15,43
63,67,40
64,72,88
108,68,112
36,11,57
67,95,37
21,39,28
92,99,68
53,2,106
80,94,62
107,11,47
63,31,32
109,47,38
56,15,49
67,44,10
85,24,6
98,78,73
92,39,85
30,35,33
6,58,9
88,92,73
51,88,81
46,5,4
75,15,108
37,85,94
46,111,21
112,72,41
102,29,20
52,45,80
1,103,103
42,34,72
44,48,78
61,20,90
31,48,19
103,108,50
49,56,32
45,45,104
33,17,109
40,21,49
66,70,100
11,22,16
91,59,58
29,22,73
110,41,103
43,11,21
78,34,53
6,0,0
70,18,17
23,46,41
10,6,60
68,90,18
24,34,25
104,11,14
54,68,56
105,5,73
14,37,66
8,49,53
73,38,62
42,72,86
22,68,27
24,9,103
91,99,82
67,12,13
11,89,75
83,20,78
103,7,43
72,91,111
75,78,87
31,46,70
97,60,57
27,23,56
77,29,86
106,108,35
4,91,25
46,86,1
57,9,61
50,69,60
41,30,100
29,64,48
97,32,53
107,102,66
93,32,38
50,12,35
109,42,58
15,15,112
102,103,110
2,50,100
12,72,73
54,2,108
4,49,83
0,8,0
98,83,111
74,108,82
109,75,39
10,31,84
11,6,66
105,10,33
28,89,6
77,36,60
5,17,85
5,20,100
76,61,3
17,69,43
41,50,16
71,23,51
62,91,105
68,102,43
13,52,111
4,30,7
95,31,7
79,82,37
1,51,51
106,111,14
20,81,38
39,56,37
4,43,59
52,21,75
80,30,27
78,104,89
4,34,23
82,95,106
27,29,105
56,58,84
71,42,44
30,26,102
48,77,80
81,88,9
112,82,31
29,21,44
76,19,88
112,33,80
43,34,106
94,34,32
67,33,64
105,1,105
55,94,85
36,91,112
18,37,101
5,26,17
32,56,97
29,107,52
62,83,61
32,29,24
92,24,61
53,11,18
60,7,81
96,55,82
18,9,49
21,20,81
68,84,62
103,102,110
18,91,56
47,80,31
67,88,20
14,67,34
64,104,102
29,71,25
108,111,10
91,58,80
101,55,18
54,34,28
36,78,96
35,66,50
98,67,12
2,28,56
80,59,87
2,109,105
14,105,1
111,38,37
25,89,78
70,39,18
74,99,94
84,89,18
37,33,91
80,86,100
53,25,82
45,112,68
80,6,28
29,24,18
39,59,41
107,110,18
60,83,8
38,107,111
64,29,48
5,8,40
97,38,70
73,49,74
25,103,89
73,85,103
93,92,81
77,11,56
52,47,71
72,34,75
86,98,66
50,23,20
32,35,103
49,29,65
86,108,22
90,83,12
21,9,76
41,8,102
8,63,52
96,92,18
103,43,22
34,23,104
33,78,88
101,48,102
71,66,53
89,37,16
103,71,81
23,67,72
84,63,94
31,89,47
72,54,46
34,98,55
72,111,82
83,44,36
111,1,111
78,62,90
2,19,38
26,60,91
80,9,42
18,35,65
80,13,23
61,60,44
54,1,54
64,14,105
9,42,39
108,84,32
77,111,72
83,10,39
48,17,25
47,83,59
41,17,19
67,58,44
104,8,41
18,101,10
69,63,53
42,30,17
18,61,81
43,103,22
36,69,111
10,32,94
19,68,49
98,91,104
44,96,43
26,93,45
70,81,20
39,97,54
14,15,97
64,96,42
79,14,89
57,6,3
56,70,78
110,26,35
102,105,88
97,31,69
43,69,29
23,58,91
12,58,18
25,31,97
68,70,14
77,25,4
108,67,4
50,18,109
70,58,105
7,49,4
23,38,83
111,51,11
36,106,87
90,22,59
103,2,93
90,93,8
82,66,101
10,15,37
62,44,16
12,53,71
43,53,19
59,5,69
71,27,109
77,51,85
74,12,97
103,30,39
24,76,16
82,8,91
15,22,104
81,67,3
41,105,11
28,59,70
76,99,66
84,59,97
2,10,20
96,64,42
75,14,33
35,91,21
106,38,73
30,50,31
39,24,32
14,28,53
87,85,50
39,40,91
76,82,17
58,67,44
14,63,91
82,42,54
85,107,55
65,29,77
53,91,77
18,85,61
67,99,79
82,98,13
97,79,92
5,31,42
71,96,36
1,8,8
29,19,99
24,82,47
93,0,0
66,0,0
104,0,0
54,38,18
72,94,101
5,0,0
8,30,14
28,60,98
71,111,84
19,22,79
75,100,42
65,102,76
46,18,37
56,100,63
24,11,38
59,10,25
31,9,53
91,43,71
27,40,63
30,2,60
78,2,43
9,72,83
99,94,40
6,23,25
96,50,54
97,1,97
96,45,26
104,16,82
8,100,9
0,26,0
59,44,110
48,24,22
64,61,62
15,103,76
7,35,19
94,39,50
58,56,84
46,108,109
66,64,43
32,51,50
32,48,67
87,56,13
26,62,30
107,97,96
36,44,2
48,88,43
91,81,26
108,64,19
59,82,92
44,9,57
39,80,69
86,70,31
91,22,81
79,60,107
78,70,36
43,65,83
3,92,50
103,100,17
1,58,58
89,89,11
75,92,7
75,97,43
37,94,88
108,75,77
80,68,16
56,98,64
4,2,8
27,44,58
62,64,13
64,55,17
15,98,1
1,93,93
25,68,5
88,103,24
24,30,42
21,102,108
62,6,33
46,105,84
106,35,94
9,78,24
87,35,107
27,103,69
1,78,78
76,50,71
31,73,3
98,37,10
12,37,105
79,74,83
83,47,59
67,96,104
47,24,111
4,42,55
67,9,38
101,108,60
74,52,6
15,68,3
12,27,98
30,30,109
71,36,70
43,3,16
77,109,31
96,43,60
5,84,81
33,9,71
109,30,106
35,108,51
79,41,75
67,53,48
1,79,79
104,12,5
94,101,2
112,22,91
11,0,0
17,101,22
80,53,59
68,11,70
54,51,42
17,94,16
97,15,99
47,77,3
7,26,69
6,31,73
93,14,59
17,56,48
60,67,65
44,11,32
94,97,78
25,4,100
10,26,34
82,56,72
78,45,7
52,105,36
56,79,17
56,99,7
96,69,70
74,34,30
26,70,12
23,73,97
24,45,63
80,63,68
41,31,28
49,73,74
26,23,33
55,85,42
57,60,30
16,110,65
23,91,59
25,104,1
104,87,8
34,3,102
52,61,8
21,34,36
7,108,78
81,26,72
83,95,88
15,99,16
12,52,59
50,35,55
6,109,89
26,36,32
34,93,111
79,108,57
85,110,84
99,48,6
61,30,22
16,28,109
109,35,86
74,49,10
101,63,35
54,89,60
57,92,46
17,17,63
15,13,82
111,3,107
91,42,93
58,1,58
101,32,68
101,96,91
110,110,9
91,25,15
75,30,103
19,16,78
2,22,44
69,9,56
111,16,81
17,77,66
36,64,44
110,101,36
68,105,21
26,30,102
86,55,97
64,46,6
69,105,13
14,55,92
49,13,72
90,13,40
10,61,45
40,58,60
42,78,112
101,86,98
109,5,93
50,22,83
47,48,109
40,101,85
57,73,93
25,95,2
79,110,102
52,65,103
0,32,0
95,15,69
87,65,5
110,23,44
79,31,76
84,67,91
104,20,46
49,20,76
73,61,46
62,2,11
21,24,52
16,33,76
0,80,0
62,58,93
17,65,88
53,72,87
37,102,45
67,91,108
5,59,69
77,99,52
31,26,15
0,89,0
15,33,43
17,20,1
49,10,38
99,91,82
41,24,80
37,19,25
3,13,39
51,97,88
62,87,83
28,71,67
103,98,37
30,59,75
78,97,108
81,73,37
53,62,9
73,93,9
61,25,56
51,111,11
98,80,43
0,109,0
6,92,100
56,54,86
0,65,0
72,55,5
39,32,5
56,66,80
88,83,72
95,81,11
4,60,14
58,10,15
45,4,67
37,36,89
81,96,92
37,92,14
55,35,4
34,105,67
42,53,79
106,72,61
86,5,91
29,53,68
48,86,60
10,110,83
17,72,94
36,52,64
21,92,11
93,70,69
23,95,38
74,31,34
25,8,87
43,96,60
42,69,73
23,87,80
6,25,37
57,17,65
93,19,72
82,47,12
92,13,66
59,14,35
89,57,101
46,34,95
48,49,92
83,19,108
51,61,60
77,37,24
56,46,90
106,63,11
110,86,81
67,39,14
6,88,76
105,43,108
62,61,53
75,29,28
62,17,37
55,39,111
16,34,92
50,108,89
52,82,83
69,27,55
26,27,24
21,32,107
51,54,42
45,88,5
108,70,102
44,21,20
97,58,89
56,86,70
108,3,98
30,62,52
99,52,63
52,112,61
6,57,3
16,87,36
95,112,18
104,72,30
4,14,56
98,103,37
36,81,91
64,97,106
100,58,37
41,111,31
62,0,0
12,99,58
89,10,99
81,56,16
95,86,34
51,105,44
63,107,74
42,9,39
41,100,32
112,47,66
15,45,110
46,66,98
98,5,38
54,73,100
41,26,49
74,95,24
19,109,37
87,92,94
79,29,31
37,21,99
15,56,49
92,40,64
9,1,9
70,99,37
101,50,78
34,63,108
33,102,89
100,28,88
67,23,72
65,0,0
102,33,89
2,98,83
89,77,73
47,57,80
41,61,15
3,4,12
84,48,77
53,93,70
105,82,22
99,68,65
65,76,81
76,102,68
61,5,79
62,84,10
23,53,89
8,14,112
24,58,36
71,95,78
49,35,20
93,5,13
1,52,52
105,102,88
100,78,3
67,104,75
15,83,2
66,22,96
22,28,51
83,108,37
104,89,103
37,62,34
109,48,34
56,38,94
67,24,26
40,68,8
69,106,82
98,98,112
17,30,58
72,0,0
76,28,94
112,111,2
88,25,53
80,54,26
56,83,15
107,24,82
30,18,88
3,54,49
46,6,50
13,1,13
42,41,27
57,16,8
24,93,85
11,27,71
94,54,104
26,76,55
97,94,78
111,110,6
17,89,44
44,16,26
4,41,51
67,28,68
78,94,100
109,3,101
108,36,46
10,37,31
51,29,10
36,13,16
70,77,79
5,102,58
92,58,25
44,94,68
48,12,11
3,26,78
83,64,1
104,70,48
66,49,70
8,79,67
6,51,80
84,43,109
102,2,91
92,95,39
86,66,26
35,103,102
51,28,72
47,49,43
57,50,25
2,1,2
87,16,36
99,28,60
33,93,18
72,61,98
98,41,63
96,33,4
31,32,88
7,74,66
4,77,82
67,107,50
91,86,29
80,11,89
106,55,67
92,74,28
16,47,74
98,15,1
39,6,8
1,66,66
80,74,44
106,39,66
100,9,109
70,24,98
58,79,62
35,81,10
16,51,25
100,68,20
45,82,74
80,100,90
35,69,42
84,54,16
58,30,45
43,39,95
50,99,91
43,0,0
30,38,10
85,53,98
21,45,41
92,87,94
14,32,109
4,47,75
77,15,25
24,78,64
10,34,1
72,14,104
11,103,3
90,11,86
3,47,28
58,109,107
18,6,108
68,51,78
8,104,41
2,88,63
50,41,16
70,44,29
20,77,71
27,90,57
80,98,43
0,16,0
47,37,44
70,1,70
74,9,101
68,79,61
41,23,39
68,89,63
36,103,92
29,92,69
66,41,107
87,33,46
90,68,18
48,100,54
36,32,22
47,82,12
67,17,9
7,43,75
3,44,19
72,9,83
4,54,103
87,8,18
31,47,101
88,102,49
74,72,17
4,8,32
17,98,84
99,7,15
17,66,105
50,89,43
25,79,54
83,86,19
99,101,55
37,82,96
17,106,107
76,16,86
106,45,24
15,92,24
16,105,98
61,22,99
5,104,68
85,10,59
17,5,85
1,33,33
96,70,53
8,37,70
47,35,63
5,43,102
6,95,5
1,104,104
15,107,23
108,46,109
106,106,49
84,50,19
33,51,101
30,104,69
56,78,74
5,54,44
27,77,45
55,97,24
61,89,5
44,63,60
102,85,82
80,89,1
47,109,38
11,39,90
18,83,25
112,38,75
33,66,31
110,57,55
90,108,2
42,5,97
9,61,97
36,2,72
90,47,49
69,67,103
91,103,107
33,64,78
100,91,60
53,86,38
10,20,87
30,29,79
43,81,93
