a,b,result
20,71,64
20,72,84
20,73,104
20,74,11
20,75,31
20,76,51
20,77,71
20,78,91
20,79,111
20,80,18
20,81,38
20,82,58
20,83,78
20,84,98
20,85,5
20,86,25
20,87,45
20,88,65
20,89,85
20,90,105
20,91,12
20,92,32
20,93,52
20,94,72
20,95,92
20,96,112
20,97,19
20,98,39
20,99,59
20,100,79
20,101,99
20,102,6
20,103,26
20,104,46
20,105,66
20,106,86
20,107,106
20,108,13
20,109,33
20,110,53
20,111,73
20,112,93
21,0,0
21,1,21
21,2,42
21,3,63
21,4,84
21,5,105
21,6,13
21,7,34
21,8,55
21,9,76
21,10,97
21,11,5
21,12,26
21,13,47
21,14,68
21,15,89
21,16,110
21,17,18
21,18,39
21,19,60
21,20,81
21,21,102
21,22,10
21,23,31
21,24,52
21,25,73
21,26,94
21,27,2
21,28,23
21,29,44
21,30,65
21,31,86
21,32,107
21,33,15
21,34,36
21,35,57
21,36,78
21,37,99
21,38,7
21,39,28
21,40,49
21,41,70
21,42,91
21,43,112
21,44,20
21,45,41
21,46,62
21,47,83
21,48,104
21,49,12
21,50,33
21,51,54
21,52,75
21,53,96
21,54,4
21,55,25
21,56,46
21,57,67
21,58,88
21,59,109
21,60,17
21,61,38
21,62,59
21,63,80
21,64,101
21,65,9
21,66,30
21,67,51
21,68,72
21,69,93
21,70,1
21,71,22
21,72,43
21,73,64
21,74,85
21,75,106
21,76,14
21,77,35
21,78,56
21,79,77
21,80,98
21,81,6
21,82,27
21,83,48
21,84,69
21,85,90
21,86,111
21,87,19
21,88,40
21,89,61
21,90,82
21,91,103
21,92,11
21,93,32
21,94,53
21,95,74
21,96,95
21,97,3
21,98,24
21,99,45
21,100,66
21,101,87
21,102,108
21,103,16
21,104,37
21,105,58
21,106,79
21,107,100
21,108,8
21,109,29
21,110,50
21,111,71
21,112,92
22,0,0
22,1,22
22,2,44
22,3,66
22,4,88
22,5,110
22,6,19
22,7,41
22,8,63
22,9,85
22,10,107
22,11,16
22,12,38
22,13,60
22,14,82
22,15,104
22,16,13
22,17,35
22,18,57
22,19,79
22,20,101
22,21,10
22,22,32
22,23,54
22,24,76
22,25,98
22,26,7
22,27,29
22,28,51
22,29,73
22,30,95
22,31,4
22,32,26
22,33,48
22,34,70
22,35,92
22,36,1
22,37,23
22,38,45
22,39,67
22,40,89
22,41,111
22,42,20
22,43,42
22,44,64
22,45,86
22,46,108
22,47,17
22,48,39
22,49,61
22,50,83
22,51,105
22,52,14
22,53,36
22,54,58
22,55,80
22,56,102
22,57,11
22,58,33
22,59,55
22,60,77
22,61,99
22,62,8
22,63,30
22,64,52
22,65,74
22,66,96
22,67,5
22,68,27
22,69,49
22,70,71
22,71,93
22,72,2
22,73,24
22,74,46
22,75,68
22,76,90
22,77,112
22,78,21
22,79,43
22,80,65
22,81,87
22,82,109
22,83,18
22,84,40
22,85,62
22,86,84
22,87,106
22,88,15
22,89,37
22,90,59
22,91,81
22,92,103
22,93,12
22,94,34
22,95,56
22,96,78
22,97,100
22,98,9
22,99,31
22,100,53
22,101,75
22,102,97
22,103,6
22,104,28
22,105,50
22,106,72
22,107,94
22,108,3
22,109,25
22,110,47
22,111,69
22,112,91
23,0,0
23,1,23
23,2,46
23,3,69
23,4,92
23,5,2
23,6,25
23,7,48
23,8,71
23,9,94
23,10,4
23,11,27
23,12,50
23,13,73
23,14,96
23,15,6
23,16,29
23,17,52
23,18,75
23,19,98
23,20,8
23,21,31
23,22,54
23,23,77
23,24,100
23,25,10
23,26,33
23,27,56
23,28,79
23,29,102
23,30,12
23,31,35
23,32,58
23,33,81
23,34,104
23,35,14
23,36,37
23,37,60
23,38,83
23,39,106
23,40,16
23,41,39
23,42,62
23,43,85
23,44,108
23,45,18
23,46,41
23,47,64
23,48,87
23,49,110
23,50,20
23,51,43
23,52,66
23,53,89
23,54,112
23,55,22
23,56,45
23,57,68
23,58,91
23,59,1
23,60,24
23,61,47
23,62,70
23,63,93
23,64,3
23,65,26
23,66,49
23,67,72
23,68,95
23,69,5
23,70,28
23,71,51
23,72,74
23,73,97
23,74,7
23,75,30
23,76,53
23,77,76
23,78,99
23,79,9
23,80,32
23,81,55
23,82,78
23,83,101
23,84,11
23,85,34
23,86,57
23,87,80
23,88,103
23,89,13
23,90,36
23,91,59
23,92,82
23,93,105
23,94,15
23,95,38
23,96,61
23,97,84
23,98,107
23,99,17
23,100,40
23,101,63
23,102,86
23,103,109
23,104,19
23,105,42
23,106,65
23,107,88
23,108,111
23,109,21
23,110,44
23,111,67
23,112,90
24,0,0
24,1,24
24,2,48
24,3,72
24,4,96
24,5,7
24,6,31
24,7,55
24,8,79
24,9,103
24,10,14
24,11,38
24,12,62
24,13,86
24,14,110
24,15,21
24,16,45
24,17,69
24,18,93
24,19,4
24,20,28
24,21,52
24,22,76
24,23,100
24,24,11
24,25,35
24,26,59
24,27,83
24,28,107
24,29,18
24,30,42
24,31,66
24,32,90
24,33,1
24,34,25
24,35,49
24,36,73
24,37,97
24,38,8
24,39,32
24,40,56
24,41,80
24,42,104
24,43,15
24,44,39
24,45,63
24,46,87
24,47,111
24,48,22
24,49,46
24,50,70
24,51,94
24,52,5
24,53,29
24,54,53
24,55,77
24,56,101
24,57,12
24,58,36
24,59,60
24,60,84
24,61,108
24,62,19
24,63,43
24,64,67
24,65,91
24,66,2
24,67,26
24,68,50
24,69,74
24,70,98
24,71,9
24,72,33
24,73,57
24,74,81
24,75,105
24,76,16
24,77,40
24,78,64
24,79,88
24,80,112
24,81,23
24,82,47
24,83,71
24,84,95
24,85,6
24,86,30
24,87,54
24,88,78
24,89,102
24,90,13
24,91,37
24,92,61
24,93,85
24,94,109
24,95,20
24,96,44
24,97,68
24,98,92
24,99,3
24,100,27
24,101,51
24,102,75
24,103,99
24,104,10
24,105,34
24,106,58
24,107,82
24,108,106
24,109,17
24,110,41
24,111,65
24,112,89
25,0,0
25,1,25
25,2,50
25,3,75
25,4,100
25,5,12
25,6,37
25,7,62
25,8,87
25,9,112
25,10,24
25,11,49
25,12,74
25,13,99
25,14,11
25,15,36
25,16,61
25,17,86
25,18,111
25,19,23
25,20,48
25,21,73
25,22,98
25,23,10
25,24,35
25,25,60
25,26,85
25,27,110
25,28,22
25,29,47
25,30,72
25,31,97
25,32,9
25,33,34
25,34,59
25,35,84
25,36,109
25,37,21
25,38,46
25,39,71
25,40,96
25,41,8
25,42,33
25,43,58
25,44,83
25,45,108
25,46,20
25,47,45
25,48,70
25,49,95
25,50,7
25,51,32
25,52,57
25,53,82
25,54,107
25,55,19
25,56,44
25,57,69
25,58,94
25,59,6
25,60,31
25,61,56
25,62,81
25,63,106
25,64,18
25,65,43
25,66,68
25,67,93
25,68,5
25,69,30
25,70,55
25,71,80
25,72,105
25,73,17
25,74,42
25,75,67
25,76,92
25,77,4
25,78,29
25,79,54
25,80,79
25,81,104
25,82,16
25,83,41
25,84,66
25,85,91
25,86,3
25,87,28
25,88,53
25,89,78
25,90,103
25,91,15
25,92,40
25,93,65
25,94,90
25,95,2
25,96,27
25,97,52
25,98,77
25,99,102
25,100,14
25,101,39
25,102,64
25,103,89
25,104,1
25,105,26
25,106,51
25,107,76
25,108,101
25,109,13
25,110,38
25,111,63
25,112,88
26,0,0
26,1,26
26,2,52
26,3,78
26,4,104
26,5,17
26,6,43
26,7,69
26,8,95
26,9,8
26,10,34
26,11,60
26,12,86
26,13,112
26,14,25
26,15,51
26,16,77
26,17,103
26,18,16
26,19,42
26,20,68
26,21,94
26,22,7
26,23,33
26,24,59
26,25,85
26,26,111
26,27,24
26,28,50
26,29,76
26,30,102
26,31,15
26,32,41
26,33,67
26,34,93
26,35,6
26,36,32
26,37,58
26,38,84
26,39,110
26,40,23
26,41,49
26,42,75
26,43,101
26,44,14
26,45,40
26,46,66
26,47,92
26,48,5
26,49,31
26,50,57
26,51,83
26,52,109
26,53,22
26,54,48
26,55,74
26,56,100
26,57,13
26,58,39
26,59,65
26,60,91
26,61,4
26,62,30
26,63,56
26,64,82
26,65,108
26,66,21
26,67,47
26,68,73
26,69,99
26,70,12
26,71,38
26,72,64
26,73,90
26,74,3
26,75,29
26,76,55
26,77,81
26,78,107
26,79,20
26,80,46
26,81,72
26,82,98
26,83,11
26,84,37
26,85,63
26,86,89
26,87,2
26,88,28
26,89,54
26,90,80
26,91,106
26,92,19
26,93,45
26,94,71
26,95,97
26,96,10
26,97,36
26,98,62
26,99,88
26,100,1
26,101,27
26,102,53
26,103,79
26,104,105
26,105,18
26,106,44
26,107,70
26,108,96
26,109,9
26,110,35
26,111,61
26,112,87
27,0,0
27,1,27
27,2,54
27,3,81
27,4,108
27,5,22
27,6,49
27,7,76
27,8,103
27,9,17
27,10,44
27,11,71
27,12,98
27,13,12
27,14,39
27,15,66
27,16,93
27,17,7
27,18,34
27,19,61
27,20,88
27,21,2
27,22,29
27,23,56
27,24,83
27,25,110
27,26,24
27,27,51
27,28,78
27,29,105
27,30,19
27,31,46
27,32,73
27,33,100
27,34,14
27,35,41
27,36,68
27,37,95
27,38,9
27,39,36
27,40,63
27,41,90
27,42,4
27,43,31
27,44,58
27,45,85
27,46,112
27,47,26
27,48,53
27,49,80
27,50,107
27,51,21
27,52,48
27,53,75
27,54,102
27,55,16
27,56,43
27,57,70
27,58,97
27,59,11
27,60,38
27,61,65
27,62,92
27,63,6
27,64,33
27,65,60
27,66,87
27,67,1
27,68,28
27,69,55
27,70,82
27,71,109
27,72,23
27,73,50
27,74,77
27,75,104
27,76,18
27,77,45
27,78,72
27,79,99
27,80,13
27,81,40
27,82,67
27,83,94
27,84,8
27,85,35
27,86,62
27,87,89
27,88,3
27,89,30
27,90,57
27,91,84
27,92,111
27,93,25
27,94,52
27,95,79
27,96,106
27,97,20
27,98,47
27,99,74
27,100,101
27,101,15
27,102,42
27,103,69
27,104,96
27,105,10
27,106,37
27,107,64
27,108,91
27,109,5
27,110,32
27,111,59
27,112,86
28,0,0
28,1,28
28,2,56
28,3,84
28,4,112
28,5,27
28,6,55
28,7,83
28,8,111
28,9,26
28,10,54
28,11,82
28,12,110
28,13,25
28,14,53
28,15,81
28,16,109
28,17,24
28,18,52
28,19,80
28,20,108
28,21,23
28,22,51
28,23,79
28,24,107
28,25,22
28,26,50
28,27,78
28,28,106
28,29,21
28,30,49
28,31,77
28,32,105
28,33,20
28,34,48
28,35,76
28,36,104
28,37,19
28,38,47
28,39,75
28,40,103
28,41,18
28,42,46
28,43,74
28,44,102
28,45,17
28,46,45
28,47,73
28,48,101
28,49,16
28,50,44
28,51,72
28,52,100
28,53,15
28,54,43
28,55,71
28,56,99
28,57,14
28,58,42
28,59,70
28,60,98
28,61,13
28,62,41
28,63,69
28,64,97
28,65,12
28,66,40
28,67,68
28,68,96
28,69,11
28,70,39
28,71,67
28,72,95
28,73,10
28,74,38
28,75,66
28,76,94
28,77,9
28,78,37
28,79,65
28,80,93
28,81,8
28,82,36
28,83,64
28,84,92
28,85,7
28,86,35
28,87,63
28,88,91
28,89,6
28,90,34
28,91,62
28,92,90
28,93,5
28,94,33
28,95,61
28,96,89
28,97,4
28,98,32
28,99,60
28,100,88
28,101,3
28,102,31
28,103,59
28,104,87
28,105,2
28,106,30
28,107,58
28,108,86
28,109,1
28,110,29
28,111,57
28,112,85
29,0,0
29,1,29
29,2,58
29,3,87
29,4,3
29,5,32
29,6,61
29,7,90
29,8,6
29,9,35
29,10,64
29,11,93
29,12,9
29,13,38
29,14,67
29,15,96
29,16,12
29,17,41
29,18,70
29,19,99
29,20,15
29,21,44
29,22,73
29,23,102
29,24,18
29,25,47
29,26,76
29,27,105
29,28,21
29,29,50
29,30,79
29,31,108
29,32,24
29,33,53
29,34,82
29,35,111
29,36,27
29,37,56
29,38,85
29,39,1
29,40,30
29,41,59
29,42,88
29,43,4
29,44,33
29,45,62
29,46,91
29,47,7
29,48,36
29,49,65
29,50,94
29,51,10
29,52,39
29,53,68
29,54,97
29,55,13
29,56,42
29,57,71
29,58,100
29,59,16
29,60,45
29,61,74
29,62,103
29,63,19
29,64,48
29,65,77
29,66,106
29,67,22
29,68,51
29,69,80
29,70,109
29,71,25
29,72,54
29,73,83
29,74,112
29,75,28
29,76,57
29,77,86
29,78,2
29,79,31
29,80,60
29,81,89
29,82,5
29,83,34
29,84,63
29,85,92
29,86,8
29,87,37
29,88,66
29,89,95
29,90,11
29,91,40
29,92,69
29,93,98
29,94,14
29,95,43
29,96,72
29,97,101
29,98,17
29,99,46
29,100,75
29,101,104
29,102,20
29,103,49
29,104,78
29,105,107
29,106,23
29,107,52
29,108,81
29,109,110
29,110,26
29,111,55
29,112,84
30,0,0
30,1,30
30,2,60
30,3,90
30,4,7
30,5,37
30,6,67
30,7,97
30,8,14
30,9,44
30,10,74
30,11,104
30,12,21
30,13,51
30,14,81
30,15,111
30,16,28
30,17,58
30,18,88
30,19,5
30,20,35
30,21,65
30,22,95
30,23,12
30,24,42
30,25,72
30,26,102
30,27,19
30,28,49
30,29,79
30,30,109
30,31,26
30,32,56
30,33,86
30,34,3
30,35,33
30,36,63
30,37,93
30,38,10
30,39,40
30,40,70
30,41,100
30,42,17
30,43,47
30,44,77
30,45,107
30,46,24
30,47,54
30,48,84
30,49,1
30,50,31
30,51,61
30,52,91
30,53,8
30,54,38
30,55,68
30,56,98
30,57,15
30,58,45
30,59,75
30,60,105
30,61,22
30,62,52
30,63,82
30,64,112
30,65,29
30,66,59
30,67,89
30,68,6
30,69,36
30,70,66
30,71,96
30,72,13
30,73,43
30,74,73
30,75,103
30,76,20
30,77,50
30,78,80
30,79,110
30,80,27
30,81,57
30,82,87
30,83,4
30,84,34
30,85,64
30,86,94
30,87,11
30,88,41
30,89,71
30,90,101
30,91,18
30,92,48
30,93,78
30,94,108
30,95,25
30,96,55
30,97,85
30,98,2
30,99,32
30,100,62
30,101,92
30,102,9
30,103,39
30,104,69
30,105,99
30,106,16
30,107,46
30,108,76
30,109,106
30,110,23
30,111,53
30,112,83
31,0,0
31,1,31
31,2,62
31,3,93
31,4,11
31,5,42
31,6,73
31,7,104
31,8,22
31,9,53
31,10,84
31,11,2
31,12,33
31,13,64
31,14,95
31,15,13
31,16,44
31,17,75
31,18,106
31,19,24
31,20,55
31,21,86
31,22,4
31,23,35
31,24,66
31,25,97
31,26,15
31,27,46
31,28,77
31,29,108
31,30,26
31,31,57
31,32,88
31,33,6
31,34,37
31,35,68
31,36,99
31,37,17
31,38,48
31,39,79
31,40,110
31,41,28
31,42,59
31,43,90
31,44,8
31,45,39
31,46,70
31,47,101
31,48,19
31,49,50
31,50,81
31,51,112
31,52,30
31,53,61
31,54,92
31,55,10
31,56,41
31,57,72
31,58,103
31,59,21
31,60,52
31,61,83
31,62,1
31,63,32
31,64,63
31,65,94
31,66,12
31,67,43
31,68,74
31,69,105
31,70,23
31,71,54
31,72,85
31,73,3
31,74,34
31,75,65
31,76,96
31,77,14
31,78,45
31,79,76
31,80,107
31,81,25
31,82,56
31,83,87
31,84,5
31,85,36
31,86,67
31,87,98
31,88,16
31,89,47
31,90,78
31,91,109
31,92,27
31,93,58
31,94,89
31,95,7
31,96,38
31,97,69
31,98,100
31,99,18
31,100,49
31,101,80
31,102,111
31,103,29
31,104,60
31,105,91
31,106,9
31,107,40
31,108,71
31,109,102
31,110,20
31,111,51
31,112,82
32,0,0
32,1,32
32,2,64
32,3,96
32,4,15
32,5,47
32,6,79
32,7,111
32,8,30
32,9,62
32,10,94
32,11,13
32,12,45
32,13,77
32,14,109
32,15,28
32,16,60
32,17,92
32,18,11
32,19,43
32,20,75
32,21,107
32,22,26
32,23,58
32,24,90
32,25,9
32,26,41
32,27,73
32,28,105
32,29,24
32,30,56
32,31,88
32,32,7
32,33,39
32,34,71
32,35,103
32,36,22
32,37,54
32,38,86
32,39,5
32,40,37
32,41,69
32,42,101
32,43,20
32,44,52
32,45,84
32,46,3
32,47,35
32,48,67
32,49,99
32,50,18
32,51,50
32,52,82
32,53,1
32,54,33
32,55,65
32,56,97
32,57,16
32,58,48
32,59,80
32,60,112
32,61,31
32,62,63
32,63,95
32,64,14
32,65,46
32,66,78
32,67,110
32,68,29
32,69,61
32,70,93
32,71,12
32,72,44
32,73,76
32,74,108
32,75,27
32,76,59
32,77,91
32,78,10
32,79,42
32,80,74
32,81,106
32,82,25
32,83,57
32,84,89
32,85,8
32,86,40
32,87,72
32,88,104
32,89,23
32,90,55
32,91,87
32,92,6
32,93,38
32,94,70
32,95,102
32,96,21
32,97,53
32,98,85
32,99,4
32,100,36
32,101,68
32,102,100
32,103,19
32,104,51
32,105,83
32,106,2
32,107,34
32,108,66
32,109,98
32,110,17
32,111,49
32,112,81
33,0,0
33,1,33
33,2,66
33,3,99
33,4,19
33,5,52
33,6,85
33,7,5
33,8,38
33,9,71
33,10,104
33,11,24
33,12,57
33,13,90
33,14,10
33,15,43
33,16,76
33,17,109
33,18,29
33,19,62
33,20,95
33,21,15
33,22,48
33,23,81
33,24,1
33,25,34
33,26,67
33,27,100
33,28,20
33,29,53
33,30,86
33,31,6
33,32,39
33,33,72
33,34,105
33,35,25
33,36,58
33,37,91
33,38,11
33,39,44
33,40,77
33,41,110
33,42,30
33,43,63
33,44,96
33,45,16
33,46,49
33,47,82
33,48,2
33,49,35
33,50,68
33,51,101
33,52,21
33,53,54
33,54,87
33,55,7
33,56,40
33,57,73
33,58,106
33,59,26
33,60,59
33,61,92
33,62,12
33,63,45
33,64,78
33,65,111
33,66,31
33,67,64
33,68,97
33,69,17
33,70,50
33,71,83
33,72,3
33,73,36
33,74,69
33,75,102
33,76,22
33,77,55
33,78,88
33,79,8
33,80,41
33,81,74
33,82,107
33,83,27
33,84,60
33,85,93
33,86,13
33,87,46
33,88,79
33,89,112
33,90,32
33,91,65
33,92,98
33,93,18
33,94,51
33,95,84
33,96,4
33,97,37
33,98,70
33,99,103
33,100,23
33,101,56
33,102,89
33,103,9
33,104,42
33,105,75
33,106,108
33,107,28
33,108,61
33,109,94
33,110,14
33,111,47
33,112,80
34,0,0
34,1,34
34,2,68
34,3,102
34,4,23
34,5,57
34,6,91
34,7,12
34,8,46
34,9,80
34,10,1
34,11,35
34,12,69
34,13,103
34,14,24
34,15,58
34,16,92
34,17,13
34,18,47
34,19,81
34,20,2
34,21,36
34,22,70
34,23,104
34,24,25
34,25,59
34,26,93
34,27,14
34,28,48
34,29,82
34,30,3
34,31,37
34,32,71
34,33,105
34,34,26
34,35,60
34,36,94
34,37,15
34,38,49
34,39,83
34,40,4
34,41,38
34,42,72
34,43,106
34,44,27
34,45,61
34,46,95
34,47,16
34,48,50
34,49,84
34,50,5
34,51,39
34,52,73
34,53,107
34,54,28
34,55,62
34,56,96
34,57,17
34,58,51
34,59,85
34,60,6
34,61,40
34,62,74
34,63,108
34,64,29
34,65,63
34,66,97
34,67,18
34,68,52
34,69,86
34,70,7
34,71,41
34,72,75
34,73,109
34,74,30
34,75,64
34,76,98
34,77,19
34,78,53
34,79,87
34,80,8
34,81,42
34,82,76
34,83,110
34,84,31
34,85,65
34,86,99
34,87,20
34,88,54
34,89,88
34,90,9
34,91,43
34,92,77
34,93,111
34,94,32
34,95,66
34,96,100
34,97,21
34,98,55
34,99,89
34,100,10
34,101,44
34,102,78
34,103,112
34,104,33
34,105,67
34,106,101
34,107,22
34,108,56
34,109,90
34,110,11
34,111,45
34,112,79
35,0,0
35,1,35
35,2,70
35,3,105
35,4,27
35,5,62
35,6,97
35,7,19
35,8,54
35,9,89
35,10,11
35,11,46
35,12,81
35,13,3
35,14,38
35,15,73
35,16,108
35,17,30
35,18,65
35,19,100
35,20,22
35,21,57
35,22,92
35,23,14
35,24,49
35,25,84
35,26,6
35,27,41
35,28,76
35,29,111
35,30,33
35,31,68
35,32,103
35,33,25
35,34,60
35,35,95
35,36,17
35,37,52
35,38,87
35,39,9
35,40,44
35,41,79
35,42,1
35,43,36
35,44,71
35,45,106
35,46,28
35,47,63
35,48,98
35,49,20
35,50,55
35,51,90
35,52,12
35,53,47
35,54,82
35,55,4
35,56,39
35,57,74
35,58,109
35,59,31
35,60,66
35,61,101
35,62,23
35,63,58
35,64,93
35,65,15
35,66,50
35,67,85
35,68,7
35,69,42
35,70,77
35,71,112
35,72,34
35,73,69
35,74,104
35,75,26
35,76,61
35,77,96
35,78,18
35,79,53
35,80,88
35,81,10
35,82,45
35,83,80
35,84,2
35,85,37
35,86,72
35,87,107
35,88,29
35,89,64
35,90,99
35,91,21
35,92,56
35,93,91
35,94,13
35,95,48
35,96,83
35,97,5
35,98,40
35,99,75
35,100,110
35,101,32
35,102,67
35,103,102
35,104,24
35,105,59
35,106,94
35,107,16
35,108,51
35,109,86
35,110,8
35,111,43
35,112,78
36,0,0
36,1,36
36,2,72
36,3,108
36,4,31
36,5,67
36,6,103
36,7,26
36,8,62
36,9,98
36,10,21
36,11,57
36,12,93
36,13,16
36,14,52
36,15,88
36,16,11
36,17,47
36,18,83
36,19,6
36,20,42
36,21,78
36,22,1
36,23,37
36,24,73
36,25,109
36,26,32
36,27,68
36,28,104
36,29,27
36,30,63
36,31,99
36,32,22
36,33,58
36,34,94
36,35,17
36,36,53
36,37,89
36,38,12
36,39,48
36,40,84
36,41,7
36,42,43
36,43,79
36,44,2
36,45,38
36,46,74
36,47,110
36,48,33
36,49,69
36,50,105
36,51,28
36,52,64
36,53,100
36,54,23
36,55,59
36,56,95
36,57,18
36,58,54
36,59,90
36,60,13
36,61,49
36,62,85
36,63,8
36,64,44
36,65,80
36,66,3
36,67,39
36,68,75
36,69,111
36,70,34
36,71,70
36,72,106
36,73,29
36,74,65
36,75,101
36,76,24
36,77,60
36,78,96
36,79,19
36,80,55
36,81,91
36,82,14
36,83,50
36,84,86
36,85,9
36,86,45
36,87,81
36,88,4
36,89,40
36,90,76
36,91,112
36,92,35
36,93,71
36,94,107
36,95,30
36,96,66
36,97,102
36,98,25
36,99,61
36,100,97
36,101,20
36,102,56
36,103,92
36,104,15
36,105,51
36,106,87
36,107,10
36,108,46
36,109,82
36,110,5
36,111,41
36,112,77
37,0,0
37,1,37
37,2,74
37,3,111
37,4,35
37,5,72
37,6,109
37,7,33
37,8,70
37,9,107
37,10,31
37,11,68
37,12,105
37,13,29
37,14,66
37,15,103
37,16,27
37,17,64
37,18,101
37,19,25
37,20,62
37,21,99
37,22,23
37,23,60
37,24,97
37,25,21
37,26,58
37,27,95
37,28,19
37,29,56
37,30,93
37,31,17
37,32,54
37,33,91
37,34,15
37,35,52
37,36,89
37,37,13
37,38,50
37,39,87
37,40,11
37,41,48
37,42,85
37,43,9
37,44,46
37,45,83
37,46,7
37,47,44
37,48,81
37,49,5
37,50,42
37,51,79
37,52,3
37,53,40
37,54,77
37,55,1
37,56,38
37,57,75
37,58,112
37,59,36
37,60,73
37,61,110
37,62,34
37,63,71
37,64,108
37,65,32
37,66,69
37,67,106
37,68,30
37,69,67
37,70,104
37,71,28
37,72,65
37,73,102
37,74,26
37,75,63
37,76,100
37,77,24
37,78,61
37,79,98
37,80,22
37,81,59
37,82,96
37,83,20
37,84,57
37,85,94
37,86,18
37,87,55
37,88,92
37,89,16
37,90,53
37,91,90
37,92,14
37,93,51
37,94,88
37,95,12
37,96,49
37,97,86
37,98,10
37,99,47
37,100,84
37,101,8
37,102,45
37,103,82
37,104,6
37,105,43
37,106,80
37,107,4
37,108,41
37,109,78
37,110,2
37,111,39
37,112,76
38,0,0
38,1,38
38,2,76
38,3,1
38,4,39
38,5,77
38,6,2
38,7,40
38,8,78
38,9,3
38,10,41
38,11,79
38,12,4
38,13,42
38,14,80
38,15,5
38,16,43
38,17,81
38,18,6
38,19,44
38,20,82
38,21,7
38,22,45
38,23,83
38,24,8
38,25,46
38,26,84
38,27,9
38,28,47
38,29,85
38,30,10
38,31,48
38,32,86
38,33,11
38,34,49
38,35,87
38,36,12
38,37,50
38,38,88
38,39,13
38,40,51
38,41,89
38,42,14
38,43,52
38,44,90
38,45,15
38,46,53
38,47,91
38,48,16
38,49,54
38,50,92
38,51,17
38,52,55
38,53,93
38,54,18
38,55,56
38,56,94
38,57,19
38,58,57
38,59,95
38,60,20
38,61,58
38,62,96
38,63,21
38,64,59
38,65,97
38,66,22
38,67,60
38,68,98
38,69,23
38,70,61
38,71,99
38,72,24
38,73,62
38,74,100
38,75,25
38,76,63
38,77,101
38,78,26
38,79,64
38,80,102
38,81,27
38,82,65
38,83,103
38,84,28
38,85,66
38,86,104
38,87,29
38,88,67
38,89,105
38,90,30
38,91,68
38,92,106
38,93,31
38,94,69
38,95,107
38,96,32
38,97,70
38,98,108
38,99,33
38,100,71
38,101,109
38,102,34
38,103,72
38,104,110
38,105,35
38,106,73
38,107,111
38,108,36
38,109,74
38,110,112
38,111,37
38,112,75
39,0,0
39,1,39
39,2,78
39,3,4
39,4,43
39,5,82
39,6,8
39,7,47
39,8,86
39,9,12
39,10,51
39,11,90
39,12,16
39,13,55
39,14,94
39,15,20
39,16,59
39,17,98
39,18,24
39,19,63
39,20,102
39,21,28
39,22,67
39,23,106
39,24,32
39,25,71
39,26,110
39,27,36
39,28,75
39,29,1
39,30,40
39,31,79
39,32,5
39,33,44
39,34,83
39,35,9
39,36,48
39,37,87
39,38,13
39,39,52
39,40,91
39,41,17
39,42,56
39,43,95
39,44,21
39,45,60
39,46,99
39,47,25
39,48,64
39,49,103
39,50,29
39,51,68
39,52,107
39,53,33
39,54,72
39,55,111
39,56,37
39,57,76
39,58,2
39,59,41
39,60,80
39,61,6
39,62,45
39,63,84
39,64,10
39,65,49
39,66,88
39,67,14
39,68,53
39,69,92
39,70,18
39,71,57
39,72,96
39,73,22
39,74,61
39,75,100
39,76,26
39,77,65
39,78,104
39,79,30
39,80,69
39,81,108
39,82,34
39,83,73
39,84,112
39,85,38
39,86,77
39,87,3
39,88,42
39,89,81
39,90,7
39,91,46
39,92,85
39,93,11
39,94,50
39,95,89
39,96,15
39,97,54
39,98,93
39,99,19
39,100,58
39,101,97
39,102,23
39,103,62
39,104,101
39,105,27
39,106,66
39,107,105
39,108,31
39,109,70
39,110,109
39,111,35
39,112,74
40,0,0
40,1,40
40,2,80
40,3,7
40,4,47
40,5,87
40,6,14
40,7,54
40,8,94
40,9,21
40,10,61
40,11,101
40,12,28
40,13,68
40,14,108
40,15,35
40,16,75
40,17,2
40,18,42
40,19,82
40,20,9
40,21,49
40,22,89
40,23,16
40,24,56
40,25,96
40,26,23
40,27,63
40,28,103
40,29,30
40,30,70
40,31,110
40,32,37
40,33,77
40,34,4
40,35,44
40,36,84
40,37,11
40,38,51
40,39,91
40,40,18
40,41,58
40,42,98
40,43,25
40,44,65
40,45,105
40,46,32
40,47,72
40,48,112
40,49,39
40,50,79
40,51,6
40,52,46
40,53,86
40,54,13
40,55,53
40,56,93
40,57,20
40,58,60
40,59,100
40,60,27
40,61,67
40,62,107
40,63,34
40,64,74
40,65,1
40,66,41
40,67,81
40,68,8
40,69,48
40,70,88
40,71,15
40,72,55
40,73,95
40,74,22
40,75,62
40,76,102
40,77,29
40,78,69
40,79,109
40,80,36
40,81,76
40,82,3
40,83,43
40,84,83
40,85,10
40,86,50
40,87,90
40,88,17
40,89,57
40,90,97
40,91,24
40,92,64
40,93,104
40,94,31
40,95,71
40,96,111
40,97,38
40,98,78
40,99,5
40,100,45
40,101,85
40,102,12
40,103,52
40,104,92
40,105,19
40,106,59
40,107,99
40,108,26
40,109,66
40,110,106
40,111,33
40,112,73
41,0,0
41,1,41
41,2,82
41,3,10
41,4,51
41,5,92
41,6,20
41,7,61
41,8,102
41,9,30
41,10,71
41,11,112
41,12,40
41,13,81
41,14,9
41,15,50
41,16,91
41,17,19
41,18,60
41,19,101
41,20,29
41,21,70
41,22,111
41,23,39
41,24,80
41,25,8
41,26,49
41,27,90
41,28,18
41,29,59
